Drug: #;Word;Tag
;stk;PACK
;.;PACK
;depottabletter;FORM
Drug: 120;mezavant;NAME
;1200;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;enterodepottabletter;FORM
Drug: 121;citalopram;NAME
;sandoz;O
;20;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 122;donepezilhydrochlorid;NAME
;accord;O
;10;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 123;compagel;NAME
;vet;NAME
;.;NAME
;5;STRENGTH
;g;STRENGTH
;+;STRENGTH
;50;STRENGTH
;.;STRENGTH
;000;STRENGTH
;ie;STRENGTH
;+;STRENGTH
;0;STRENGTH
;,;O
;5;STRENGTH
;g;STRENGTH
;250;PACK
;g;PACK
;gel;FORM
Drug: 124;candesartan;NAME
;krka;O
;16;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 125;rispolept;NAME
;consta;NAME
;37;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;1;PACK
;sæt;PACK
;(;O
;as;O
;u;PACK
;/;PACK
;nål;PACK
;-;PACK
;del;PACK
;+;PACK
;glu;O
;);O
;dep;FORM
;.;FORM
;inj;FORM
;.;FORM
;vsk;FORM
;.;FORM
;pul;FORM
;.;FORM
;susp;FORM
Drug: 126;diprophos;NAME
;7;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;25;PACK
;x;PACK
;1;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;suspension;FORM
Drug: 127;tramadol;NAME
;retard;O
;hexal;O
;100;STRENGTH
;mg;STRENGTH
;20;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 128;felimazole;NAME
;vet;NAME
;.;NAME
;2;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;overtrukne;FORM
;tabletter;FORM
Drug: 129;atorvastatin;NAME
;teva;O
;20;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 130;eposid;NAME
;20;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;ml;PACK
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væsk;FORM
;.;FORM
;opl;FORM
;.;FORM
Drug: 131;escitalopram;NAME
;accord;O
;5;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 132;ezetimibe;NAME
;orion;O
;10;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 133;nobilis;NAME
;ib;NAME
;ma5;NAME
;vet;NAME
;.;NAME
;1000;STRENGTH
;eid50;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;10;PACK
;x;PACK
;5000;PACK
;doser;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;vand;FORM
;el;FORM
;.;FORM
;spray;FORM
Drug: 134;innovair;NAME
;200;STRENGTH
;+;STRENGTH
;6;STRENGTH
;mikrog;STRENGTH
;.;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;120;PACK
;doser;PACK
;(;O
;dosistæller;O
;);O
;inhal;FORM
;.;FORM
;spray;FORM
;,;O
;opløsn;FORM
;.;FORM
Drug: 135;genotropin;NAME
;miniquick;NAME
;0;STRENGTH
;,;O
;8;STRENGTH
;mg;STRENGTH
;7;PACK
;x;PACK
;0;PACK
;,;O
;8;PACK
;mg;PACK
;pulv;FORM
;.;FORM
;og;FORM
;sol;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;op;FORM
Drug: 136;repatha;NAME
;140;STRENGTH
;mg;STRENGTH
;2;PACK
;stk;PACK
;.;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;pen;FORM
Drug: 137;nicorette;NAME
;whitemint;NAME
;2;STRENGTH
;mg;STRENGTH
;210;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;medicinsk;FORM
;tyggegummi;FORM
Drug: 138;intratect;NAME
;100;STRENGTH
;g;STRENGTH
;/;STRENGTH
;l;STRENGTH
;50;PACK
;ml;PACK
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 139;simponi;NAME
;100;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;pen;FORM
Drug: 140;sandimmun;NAME
;50;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;amp;PACK
;.;PACK
;a;PACK
;1;PACK
;ml;PACK
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væsk;FORM
;.;FORM
;opl;FORM
;.;FORM
Drug: 141;ondansetron;NAME
;stada;O
;8;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 142;cimzia;NAME
;200;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;2;PACK
;stk;PACK
;.;PACK
;inj;FORM
;.;FORM
;v;FORM
;,;O
;opl;FORM
;,;O
;kas;FORM
;.;FORM
;t;FORM
;.;FORM
;ddsp;FORM
Drug: 143;carboplatin;NAME
;fresenius;O
;kabi;O
;10;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;45;PACK
;ml;PACK
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væsk;FORM
;.;FORM
;opl;FORM
;.;FORM
Drug: 144;terbinafin;NAME
;actavis;O
;250;STRENGTH
;mg;STRENGTH
;14;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 145;haiprex;NAME
;1;STRENGTH
;g;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Drug: 146;undestor;NAME
;testocaps;NAME
;40;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;bløde;FORM
Drug: 147;metrobactin;NAME
;vet;NAME
;.;NAME
;250;STRENGTH
;mg;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 148;imigran;NAME
;20;STRENGTH
;mg;STRENGTH
;6;PACK
;stk;PACK
;.;PACK
;næsespray;FORM
;,;O
;opløsning;FORM
Drug: 149;multihance;NAME
;334;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;15;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 150;vfend;NAME
;50;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;europharmadk;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 151;rivotril;NAME
;0;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;150;PACK
;stk;PACK
;.;PACK
;(;O
;3;PACK
;x;PACK
;50;PACK
;);O
;tabletter;FORM
Drug: 152;lomudal;NAME
;20;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;13;PACK
;,;O
;5;PACK
;ml;PACK
;øjendrb;FORM
;.;FORM
;,;O
;opløsning;FORM
Drug: 153;mirtin;NAME
;45;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;smeltetabletter;FORM
Drug: 154;aureosup;NAME
;vet;NAME
;.;NAME
;10;STRENGTH
;%;STRENGTH
;10;PACK
;kg;PACK
;oralt;FORM
;pulver;FORM
Drug: 155;ondansetron;NAME
;bluefish;O
;4;STRENGTH
;mg;STRENGTH
;10;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;smeltetabletter;FORM
Drug: 156;amlodipin;NAME
;krka;O
;5;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 157;motiron;NAME
;10;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 158;clopixol;NAME
;depot;NAME
;200;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;1;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 159;coliplus;NAME
;2;STRENGTH
;mie;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;1;PACK
;liter;PACK
;konc;FORM
;.;FORM
;oral;FORM
;opl;FORM
;.;FORM
;t;FORM
;.;FORM
;vand;FORM
Drug: 160;noroclav;NAME
;vet;NAME
;.;NAME
;200;STRENGTH
;+;STRENGTH
;50;STRENGTH
;mg;STRENGTH
;2;PACK
;x;PACK
;5;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 161;temozolomide;NAME
;sun;O
;5;STRENGTH
;mg;STRENGTH
;20;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 162;frontect;NAME
;(;O
;til;NAME
;hunde;NAME
;2;NAME
;-;NAME
;5;NAME
;kg;NAME
;);O
;33;STRENGTH
;,;O
;8;STRENGTH
;+;STRENGTH
;252;STRENGTH
;,;O
;4;STRENGTH
;mg;STRENGTH
;3;PACK
;x;PACK
;0;PACK
;,;O
;5;PACK
;ml;PACK
;spot;FORM
;-;FORM
;on;FORM
;,;O
;opløsning;FORM
Drug: 163;nocutil;NAME
;0;STRENGTH
;,;O
;1;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Drug: 164;montelukast;NAME
;stada;O
;5;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tyggetabletter;FORM
Drug: 165;levodopa;NAME
;/;NAME
;carbi;NAME
;.;NAME
;/;NAME
;entaca;NAME
;.;NAME
;accord;NAME
;130;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 166;alimta;NAME
;500;STRENGTH
;mg;STRENGTH
;1;PACK
;htgl;PACK
;.;PACK
;pu;FORM
;.;FORM
;t;FORM
;.;FORM
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;v;FORM
;.;FORM
;,;O
;o;FORM
Drug: 167;transtec;NAME
;70;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;time;STRENGTH
;8;PACK
;stk;PACK
;.;PACK
;depotplastre;FORM
Drug: 168;fluorouracil;NAME
;accord;O
;50;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;50;PACK
;ml;PACK
;inj;FORM
;.;FORM
;-;FORM
;/;FORM
;inf;FORM
;.;FORM
;vsk;FORM
;.;FORM
;,;O
;opl;FORM
;.;FORM
Drug: 169;duotrav;NAME
;40;STRENGTH
;mikrog;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;+;STRENGTH
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;3;PACK
;x;PACK
;2;PACK
;,;O
;5;PACK
;ml;PACK
;øjendrb;FORM
;.;FORM
;,;O
;opløsning;FORM
Drug: 170;ancozan;NAME
;100;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 171;maximec;NAME
;vet;NAME
;.;NAME
;18;STRENGTH
;,;O
;7;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;6;PACK
;x;PACK
;6;PACK
;,;O
;42;PACK
;g;PACK
;oral;FORM
;pasta;FORM
Drug: 172;natriumklorid;NAME
;fres;NAME
;.;NAME
;kabi;NAME
;9;NAME
;mg;NAME
;/;NAME
;ml;NAME
;9;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;20;PACK
;x;PACK
;20;PACK
;ml;PACK
;solv;FORM
;.;FORM
;t;FORM
;parent;FORM
;.;FORM
;anv;FORM
;.;FORM
Drug: 173;bloxazoc;NAME
;50;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 174;palexia;NAME
;depot;NAME
;150;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 175;alk;NAME
;(;O
;504;NAME
;);O
;dermatoph;NAME
;.;NAME
;farinae;NAME
;100;STRENGTH
;.;STRENGTH
;000;STRENGTH
;sq;STRENGTH
;-;STRENGTH
;u;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;1;PACK
;htgl;PACK
;.;PACK
;a;PACK
;5;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;suspension;FORM
Drug: 176;vimpat;NAME
;150;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;orifarm;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 177;sildenafil;NAME
;stada;O
;25;STRENGTH
;mg;STRENGTH
;12;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 178;contalgin;NAME
;20;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;depotgra;FORM
;.;FORM
;oralsus;FORM
;.;FORM
;end;FORM
Drug: 179;octasa;NAME
;800;STRENGTH
;mg;STRENGTH
;180;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;enterotabletter;FORM
Drug: 180;zitromax;NAME
;40;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;15;PACK
;ml;PACK
;pulver;FORM
;t;FORM
;.;FORM
;oral;FORM
;susp;FORM
;.;FORM
Drug: 181;buprenorphin;NAME
;/;NAME
;naloxon;O
;g;O
;.;NAME
;l;NAME
;.;NAME
;pha;NAME
;8;STRENGTH
;+;STRENGTH
;2;STRENGTH
;mg;STRENGTH
;7;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;resoribl;FORM
;.;FORM
;,;O
;subling;FORM
;.;FORM
Drug: 182;pentasa;NAME
;500;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 183;budenofalk;NAME
;3;STRENGTH
;mg;STRENGTH
;50;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;enterokapsler;FORM
;,;O
;hårde;FORM
Drug: 184;epipen;NAME
;jr;NAME
;.;NAME
;0;STRENGTH
;,;O
;15;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 185;paracox;NAME
;-;NAME
;8;NAME
;vet;NAME
;.;NAME
;500;PACK
;ml;PACK
;oral;FORM
;.;FORM
;s;FORM
;.;FORM
;v;FORM
;+;FORM
;kon;FORM
;.;FORM
;spra;FORM
;.;FORM
;su;FORM
Drug: 186;true;NAME
;test;NAME
;24;NAME
;10;PACK
;stk;PACK
;.;PACK
;plaster;FORM
;t;FORM
;.;FORM
;prov;FORM
;.;FORM
;test;FORM
Drug: 187;sodilin;NAME
;800;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;1;PACK
;kg;PACK
;pulver;FORM
;til;FORM
;oral;FORM
;opl;FORM
;.;FORM
Drug: 188;colivet;NAME
;2;STRENGTH
;mie;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;1000;PACK
;ml;PACK
;oral;FORM
;opløsning;FORM
Drug: 189;metrocrem;NAME
;7;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;30;PACK
;g;PACK
;creme;FORM
Drug: 190;vedrop;NAME
;50;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;60;PACK
;ml;PACK
;oral;FORM
;opløsning;FORM
Drug: 191;acular;NAME
;5;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;ml;PACK
;øjendrb;FORM
;.;FORM
;,;O
;opløsning;FORM
Drug: 192;quetiapine;NAME
;teva;O
;100;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 193;naratriptan;NAME
;orifarm;O
;2;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;18;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 194;levetiracetam;NAME
;accord;O
;500;STRENGTH
;mg;STRENGTH
;200;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 195;kestine;NAME
;20;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 196;nplate;NAME
;250;STRENGTH
;mikrogram;STRENGTH
;1;PACK
;htgl;PACK
;.;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
Drug: 197;elidel;NAME
;10;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;30;PACK
;g;PACK
;creme;FORM
Drug: 198;trandolapril;NAME
;2;O
;care;NAME
;4;O
;2;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 199;aprovel;NAME
;300;STRENGTH
;mg;STRENGTH
;98;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 200;innovair;NAME
;100;STRENGTH
;+;STRENGTH
;6;STRENGTH
;mikrog;STRENGTH
;.;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;120;PACK
;doser;PACK
;(;O
;dosistæller;O
;);O
;inhal;FORM
;.;FORM
;spray;FORM
;,;O
;opløsn;FORM
;.;FORM
Drug: 201;equilis;NAME
;prequenza;NAME
;10;PACK
;doser;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;suspension;FORM
Drug: 202;valdoxan;NAME
;25;STRENGTH
;mg;STRENGTH
;84;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;orifarm;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 203;galantamin;NAME
;stada;O
;8;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depotkapsler;FORM
;,;O
;hårde;FORM
Drug: 204;vancomycin;NAME
;hospira;O
;500;STRENGTH
;mg;STRENGTH
;1;PACK
;htgl;PACK
;.;PACK
;a;PACK
;500;PACK
;mg;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
Drug: 205;taflotan;NAME
;15;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;90;PACK
;x;PACK
;0;PACK
;,;O
;3;PACK
;ml;PACK
;øjendrb;FORM
;.;FORM
;,;O
;opl;FORM
;.;FORM
;,;O
;endos;FORM
;.;FORM
Drug: 206;apydan;NAME
;600;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Drug: 207;eliquis;NAME
;2;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;168;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;(;O
;orifarm;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 208;kyprolis;NAME
;10;STRENGTH
;mg;STRENGTH
;1;PACK
;stk;PACK
;.;PACK
;pulv;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opl;FORM
Drug: 209;tysabri;NAME
;300;STRENGTH
;mg;STRENGTH
;15;PACK
;ml;PACK
;konc;FORM
;.;FORM
;t;FORM
;.;FORM
;inf;FORM
;.;FORM
;væsk;FORM
;.;FORM
;opl;FORM
;.;FORM
Drug: 210;suprefact;NAME
;1;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;2;PACK
;x;PACK
;5;PACK
;,;O
;5;PACK
;ml;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 211;gabapentin;NAME
;orion;O
;800;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 212;spiron;NAME
;100;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;tabletter;FORM
Drug: 213;equimaxtabs;NAME
;vet;NAME
;.;NAME
;20;STRENGTH
;+;STRENGTH
;150;STRENGTH
;mg;STRENGTH
;8;PACK
;stk;PACK
;.;PACK
;tyggetabletter;FORM
Drug: 214;seretide;NAME
;diskus;NAME
;50;STRENGTH
;+;STRENGTH
;250;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;dos;STRENGTH
;180;PACK
;doser;PACK
;inhalationspulv;FORM
;,;O
;afd;FORM
Drug: 215;aloxi;NAME
;500;STRENGTH
;mikrogram;STRENGTH
;5;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;bløde;FORM
Drug: 216;lamotrigin;NAME
;teva;O
;200;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 217;rismavac;NAME
;vet;NAME
;.;NAME
;1000;PACK
;doser;PACK
;konc;FORM
;+;FORM
;solv;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;susp;FORM
Drug: 218;metadon;NAME
;evolan;O
;1;STRENGTH
;mgm;STRENGTH
;5000;PACK
;ml;PACK
;oral;FORM
;opløsning;FORM
Drug: 219;ketipinor;NAME
;150;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 220;imigran;NAME
;10;STRENGTH
;mg;STRENGTH
;6;PACK
;stk;PACK
;.;PACK
;næsespray;FORM
;,;O
;opløsning;FORM
Drug: 221;solu;NAME
;-;NAME
;moderin;NAME
;500;STRENGTH
;mg;STRENGTH
;1;PACK
;htgl;PACK
;.;PACK
;+;PACK
;solvens;PACK
;pulv;FORM
;.;FORM
;og;FORM
;sol;FORM
;.;FORM
;t;FORM
;.;FORM
;inj;FORM
;.;FORM
;op;FORM
Drug: 222;pregabalin;NAME
;orion;O
;75;STRENGTH
;mg;STRENGTH
;56;PACK
;stk;PACK
;.;PACK
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 223;corodil;NAME
;comp;NAME
;20;STRENGTH
;+;STRENGTH
;12;STRENGTH
;,;O
;5;STRENGTH
;mg;STRENGTH
;100;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabletter;FORM
Drug: 224;fluoxetine;NAME
;orion;O
;20;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;kapsler;FORM
;,;O
;hårde;FORM
Drug: 225;dorzolamid;NAME
;/;NAME
;timolol;O
;sandoz;O
;3;PACK
;x;PACK
;5;PACK
;ml;PACK
;øjendrb;FORM
;.;FORM
;,;O
;opløsning;FORM
Drug: 226;cyclogyl;NAME
;10;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;g;STRENGTH
;10;PACK
;ml;PACK
;øjendrb;FORM
;.;FORM
;,;O
;opløsning;FORM
Drug: 227;ropivacain;NAME
;fresenius;O
;kabi;O
;2;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;5;PACK
;x;PACK
;200;PACK
;ml;PACK
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 228;xeplion;NAME
;100;STRENGTH
;mg;STRENGTH
;1;PACK
;sæt;PACK
;(;O
;paranova;O
;);O
;depotinj;FORM
;.;FORM
;vsk;FORM
;.;FORM
;,;O
;susp;FORM
;.;FORM
Drug: 229;gliclazid;NAME
;orifarm;O
;30;STRENGTH
;mg;STRENGTH
;60;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;tabl;FORM
;.;FORM
;m;FORM
;modif;FORM
;udløsn;FORM
Drug: 230;optiray;NAME
;300;STRENGTH
;mg;STRENGTH
;iod;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;10;PACK
;x;PACK
;125;PACK
;ml;PACK
;inj;FORM
;.;FORM
;-;FORM
;/;FORM
;inf;FORM
;.;FORM
;vsk;FORM
;.;FORM
;,;O
;opl;FORM
;.;FORM
Drug: 231;aerobec;NAME
;autohaler;NAME
;50;STRENGTH
;mikrogram;STRENGTH
;/;STRENGTH
;dosis;STRENGTH
;200;PACK
;doser;PACK
;inhal;FORM
;.;FORM
;spray;FORM
;,;O
;opløsn;FORM
;.;FORM
Drug: 232;intratect;NAME
;50;STRENGTH
;g;STRENGTH
;/;STRENGTH
;l;STRENGTH
;20;PACK
;ml;PACK
;inf;FORM
;.;FORM
;væske;FORM
;,;O
;opløsning;FORM
Drug: 233;rosuvastatin;NAME
;sandoz;O
;40;STRENGTH
;mg;STRENGTH
;30;PACK
;stk;PACK
;.;PACK
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 234;colicol;NAME
;240;STRENGTH
;mg;STRENGTH
;/;STRENGTH
;ml;STRENGTH
;250;PACK
;ml;PACK
;opløsning;FORM
;,;O
;drik;FORM
;.;FORM
;vand;FORM
Drug: 235;solifenacin;NAME
;paranova;O
;10;STRENGTH
;mg;STRENGTH
;90;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;filmovertrukne;FORM
;tabl;FORM
;.;FORM
Drug: 236;rhiniseng;NAME
;25;PACK
;doser;PACK
;inj;FORM
;.;FORM
;væske;FORM
;,;O
;suspension;FORM
Drug: 237;targin;NAME
;20;STRENGTH
;+;STRENGTH
;10;STRENGTH
;mg;STRENGTH
;28;PACK
;stk;PACK
;.;PACK
;(;O
;blister;O
;);O
;depottabletter;FORM
Drug: 238;prednisolon;NAME
